Day,Time,Weather,City,Temperature,Traffic Congestion,Number of Vehicles
4,morning,sunny,Kochi,30.461073388835644,5,99
0,night,rainy,Alappuzha,20.109996627154587,2,26
4,noon,foggy,Thrissur,29.436404820346954,3,32
3,morning,rainy,Kasaragod,31.076136170972305,4,77
3,morning,sunny,Palakkad,32.431908888604994,5,97
3,morning,rainy,Kollam,28.745337695320238,3,52
4,noon,sunny,Kochi,27.645918426782718,3,43
6,night,sunny,Thrissur,34.092963936568054,5,97
3,night,rainy,Kozhikode,32.85866438667651,3,43
5,night,rainy,Kochi,29.097442647469727,2,24
4,evening,cloudy,Kannur,24.31257810966998,2,23
3,evening,cloudy,Thiruvananthapuram,29.25809885904404,2,28
5,evening,cloudy,Alappuzha,24.705214788205186,2,27
6,noon,sunny,Kochi,32.962535763462654,5,105
2,evening,rainy,Kasaragod,29.2614284034944,2,23
6,noon,foggy,Malappuram,34.33598676193666,5,109
3,night,sunny,Kozhikode,29.87770642434055,3,49
4,evening,foggy,Guruvayur,36.90296131063242,4,63
1,evening,rainy,Palakkad,26.073659107002058,2,23
3,morning,sunny,Kannur,32.45871294635425,5,102
1,noon,foggy,Palakkad,29.75806977527443,3,35
5,night,foggy,Kochi,31.51137621044144,4,67
2,morning,cloudy,Malappuram,30.251732847557907,4,75
0,morning,cloudy,Alappuzha,29.002479410294583,3,49
6,night,cloudy,Guruvayur,29.317451475699357,3,49
2,morning,sunny,Kannur,28.999002477274065,4,80
3,noon,rainy,Thrissur,29.816459373179548,2,24
1,noon,rainy,Kollam,25.20992543899726,2,22
6,evening,cloudy,Alappuzha,22.961951455159507,2,29
1,morning,cloudy,Thrissur,33.75826453308678,4,63
4,evening,cloudy,Kollam,36.58514143859452,3,34
1,morning,foggy,Malappuram,37.32938218902815,5,94
4,noon,cloudy,Kollam,27.006895257169493,2,27
5,noon,foggy,Alappuzha,23.528951752532617,3,54
6,noon,rainy,Kannur,24.81279365276211,3,57
6,morning,sunny,Kasaragod,27.914356898936752,4,74
0,noon,sunny,Kochi,41.877786114714496,4,66
3,morning,sunny,Thrissur,29.120853665037483,4,69
4,evening,sunny,Kasaragod,30.297019619169788,4,63
0,morning,foggy,Thrissur,28.137985859044292,4,77
1,evening,foggy,Kannur,27.738960867504936,3,39
1,morning,cloudy,Kochi,34.24286297694367,4,64
0,evening,foggy,Kottayam,28.982550851366156,3,45
6,noon,cloudy,Kollam,23.63665422623628,3,54
1,evening,cloudy,Malappuram,25.276162029442816,2,27
5,noon,sunny,Kottayam,34.65492754818787,4,67
5,noon,foggy,Kottayam,23.73188149824409,3,32
0,evening,foggy,Palakkad,31.623311387982035,4,67
4,morning,cloudy,Thiruvananthapuram,30.351298017549034,4,78
4,morning,cloudy,Alappuzha,32.88353318467794,4,69
0,night,rainy,Kasaragod,31.940978461449248,3,50
4,morning,rainy,Kasaragod,31.508327538719648,4,77
6,night,cloudy,Kasaragod,36.81687931334969,4,71
6,morning,rainy,Kannur,20.160165149402914,3,45
4,morning,rainy,Kasaragod,18.236610212869028,3,40
5,noon,cloudy,Kannur,25.87229771461918,2,25
4,night,cloudy,Alappuzha,35.9500417432069,3,40
6,morning,foggy,Kottayam,37.7500739705991,5,103
2,night,cloudy,Alappuzha,35.34211797437765,3,35
3,noon,cloudy,Kasaragod,22.603895065347796,2,25
1,noon,sunny,Thiruvananthapuram,42.10627596701649,4,76
2,night,foggy,Kozhikode,28.42225136696316,3,59
4,noon,foggy,Kochi,21.38343984495981,3,41
5,evening,foggy,Kasaragod,28.745858494719087,3,33
0,evening,sunny,Malappuram,26.78317588448295,3,57
4,noon,cloudy,Kozhikode,29.979518465918552,2,24
5,evening,foggy,Alappuzha,26.98058336842967,3,40
3,morning,foggy,Malappuram,29.273558773098628,4,80
4,night,rainy,Malappuram,26.42389613263299,2,28
6,morning,foggy,Thrissur,35.994783530902744,5,91
0,night,cloudy,Malappuram,31.985920606202342,3,36
5,noon,cloudy,Kasaragod,28.112424570308626,2,27
5,morning,rainy,Thrissur,29.930273512396205,3,47
5,noon,foggy,Palakkad,36.62006124074305,4,77
3,noon,foggy,Kottayam,23.26108433134715,3,37
4,night,foggy,Malappuram,30.268025520397252,4,77
3,night,sunny,Thiruvananthapuram,30.83670331562155,4,76
1,night,foggy,Guruvayur,22.025205265907903,3,41
1,morning,cloudy,Kochi,32.09888762311731,4,63
4,evening,cloudy,Malappuram,35.40069702298639,3,32
6,night,sunny,Kannur,28.7693451261157,4,77
3,night,sunny,Palakkad,39.81103217960631,4,76
0,morning,foggy,Kollam,35.73289237212781,5,85
5,night,rainy,Kannur,31.543787525330217,3,47
5,morning,sunny,Alappuzha,30.509846514462893,5,98
4,noon,sunny,Guruvayur,41.36720210822811,4,72
6,night,foggy,Alappuzha,26.676431732519145,4,76
1,night,foggy,Palakkad,30.614911130743344,4,68
1,noon,sunny,Kollam,26.858627004148797,3,33
5,noon,rainy,Alappuzha,16.745978502268642,2,29
4,noon,sunny,Alappuzha,38.246344616447445,4,80
3,night,foggy,Alappuzha,28.781324527622246,3,37
1,evening,foggy,Palakkad,25.582135283276497,3,32
3,evening,sunny,Guruvayur,29.237029432423473,3,31
6,evening,rainy,Kottayam,27.389209344606705,2,25
1,night,sunny,Kochi,26.006826248430777,3,50
1,noon,sunny,Palakkad,39.70014987634652,4,66
2,night,foggy,Kollam,22.572408206208586,3,53
1,noon,rainy,Malappuram,19.25532345343803,2,24
0,night,cloudy,Kottayam,27.299612526264077,2,26
4,night,rainy,Kottayam,24.242598575173762,2,25
4,noon,sunny,Malappuram,32.03491696883701,4,65
3,evening,sunny,Thiruvananthapuram,31.452106804732995,4,75
6,noon,sunny,Thrissur,42.38657220524421,5,91
1,morning,rainy,Kochi,26.9068545811377,3,49
0,morning,foggy,Kochi,21.623525143245395,4,63
3,noon,sunny,Thiruvananthapuram,33.312990443553325,4,72
2,night,sunny,Thrissur,40.875147895647494,4,76
3,morning,rainy,Kochi,21.124755168981356,3,38
3,morning,cloudy,Kollam,22.341051667344157,3,48
1,night,cloudy,Kozhikode,33.626134923208156,3,34
2,night,foggy,Kozhikode,31.52740004491318,4,74
3,evening,foggy,Kochi,30.920477535050363,4,74
0,night,sunny,Kasaragod,26.910801513325936,3,33
0,noon,rainy,Kochi,18.388483166523795,2,29
4,noon,sunny,Malappuram,36.583339735622936,4,68
2,evening,foggy,Malappuram,24.758170206800006,3,31
2,morning,rainy,Kannur,24.569191355723213,3,56
4,morning,rainy,Thrissur,25.262988662499687,3,31
3,night,foggy,Alappuzha,26.044787136605766,3,36
2,noon,cloudy,Kottayam,36.856821450384935,3,49
0,morning,cloudy,Kollam,35.05548362238433,4,77
0,evening,rainy,Thiruvananthapuram,28.280349629757573,2,23
1,evening,sunny,Guruvayur,27.325895728959953,3,35
2,noon,cloudy,Kochi,22.537804134432886,2,28
3,evening,sunny,Alappuzha,34.37728287970425,4,74
4,evening,cloudy,Alappuzha,23.465720742426313,2,22
4,noon,cloudy,Kollam,37.36410668618062,3,54
3,night,sunny,Thiruvananthapuram,28.69484397846596,3,56
6,night,foggy,Malappuram,29.512118104887357,4,77
5,evening,cloudy,Palakkad,26.923651772485147,2,26
1,night,cloudy,Kollam,31.60316297089922,3,40
4,night,sunny,Alappuzha,28.19361895112022,3,39
2,evening,foggy,Kozhikode,28.54054417872044,3,47
1,night,cloudy,Kochi,25.403579363901,2,28
2,evening,cloudy,Thrissur,35.82536972559825,3,31
6,morning,foggy,Kozhikode,21.915122008289615,4,78
0,noon,cloudy,Alappuzha,36.26696120428936,3,34
1,noon,foggy,Kottayam,35.38606525740081,4,67
4,night,foggy,Guruvayur,26.28386708149366,3,53
1,night,sunny,Kasaragod,39.41794112951078,4,67
1,night,rainy,Thiruvananthapuram,16.53063052575871,2,29
1,noon,foggy,Kannur,37.66187925698749,4,76
5,morning,sunny,Malappuram,34.952114024026415,5,97
1,morning,rainy,Kochi,21.15577744311257,3,53
2,noon,cloudy,Thrissur,26.897508420289064,2,21
0,morning,rainy,Palakkad,17.128891008828454,3,44
6,noon,foggy,Malappuram,38.04410664071447,5,103
3,morning,foggy,Kochi,21.89312796956157,4,63
1,evening,foggy,Palakkad,32.3585859955134,4,79
4,evening,foggy,Thrissur,28.751675673009586,3,54
1,noon,foggy,Alappuzha,37.356740611207954,4,75
4,morning,sunny,Kasaragod,30.181995585215518,5,101
2,night,foggy,Kozhikode,30.27064090894599,4,61
4,morning,sunny,Kozhikode,34.2000555459068,5,103
3,evening,cloudy,Alappuzha,32.68232335503128,3,39
0,evening,foggy,Malappuram,22.381338845190946,3,55
4,morning,foggy,Guruvayur,24.51958011239683,4,67
4,morning,rainy,Alappuzha,19.647601941578447,3,54
0,night,cloudy,Alappuzha,33.28215663848828,3,50
3,night,foggy,Kannur,24.44052273955438,3,46
1,morning,foggy,Kochi,30.974524888146398,5,93
4,morning,cloudy,Guruvayur,24.39273875469577,3,48
0,morning,sunny,Kannur,40.647624151427635,5,85
2,morning,foggy,Kannur,37.242317628323654,5,109
0,noon,rainy,Kochi,24.814380574018088,2,29
2,morning,foggy,Thrissur,27.214415933555827,4,67
3,night,rainy,Kasaragod,19.978982175297485,2,28
1,evening,rainy,Kannur,16.846277025891744,2,23
0,noon,foggy,Kochi,25.78966619735722,3,45
6,morning,foggy,Thrissur,32.3471731610702,5,108
6,evening,rainy,Kottayam,25.071487832256587,2,26
5,noon,cloudy,Alappuzha,36.78229553695532,3,54
4,evening,cloudy,Alappuzha,27.470307268538466,2,26
3,morning,foggy,Malappuram,33.02084172158251,5,99
0,morning,sunny,Kannur,34.318486707077064,5,107
6,night,cloudy,Kottayam,29.447389476891153,3,52
4,morning,foggy,Malappuram,25.777328250269793,4,75
6,morning,cloudy,Kannur,28.46775701249355,3,51
0,noon,sunny,Palakkad,34.00334494921602,4,77
2,night,foggy,Thrissur,33.23808777173168,4,66
0,noon,sunny,Thrissur,41.99087998616393,4,73
5,evening,foggy,Guruvayur,26.823626619202372,3,57
0,morning,sunny,Alappuzha,26.717407965882074,4,71
0,evening,cloudy,Kollam,29.17061093969043,2,29
5,noon,cloudy,Palakkad,29.989436452715424,2,28
3,morning,sunny,Thrissur,28.863489369242558,4,78
0,morning,sunny,Kochi,38.92789830669314,5,99
5,noon,sunny,Alappuzha,42.743794843505356,4,77
4,noon,foggy,Malappuram,37.30333509114363,4,73
2,noon,cloudy,Kottayam,24.084396466181644,2,22
2,noon,foggy,Malappuram,36.10633998031273,4,67
0,noon,cloudy,Kannur,32.7099856251782,3,33
3,morning,rainy,Kozhikode,23.715391584717498,3,56
3,noon,foggy,Kollam,30.415551805520188,4,71
4,morning,cloudy,Thrissur,35.17679678088135,4,74
0,morning,cloudy,Kasaragod,28.8958877800319,3,56
2,noon,foggy,Thiruvananthapuram,27.569690176786953,3,33
3,noon,foggy,Kollam,29.610372283441556,3,59
0,night,cloudy,Guruvayur,30.57880047477539,3,32
6,morning,foggy,Kannur,24.43948501623173,4,71
3,noon,sunny,Alappuzha,41.31543141453884,4,63
5,noon,foggy,Thrissur,32.68634303210323,4,76
6,noon,foggy,Kottayam,31.990736496737107,5,86
3,night,foggy,Thrissur,22.916600747070646,3,36
2,night,cloudy,Thiruvananthapuram,31.004550755113616,3,41
1,evening,sunny,Guruvayur,28.05633125805437,3,36
6,morning,rainy,Kottayam,17.337860478321783,3,52
4,evening,rainy,Malappuram,24.964285225920687,2,29
4,noon,sunny,Kottayam,32.84735407879042,4,78
2,night,sunny,Guruvayur,36.009774592655795,4,72
3,night,sunny,Kollam,27.516776856973056,3,42
0,evening,cloudy,Malappuram,28.060305874582948,2,23
3,night,rainy,Thrissur,18.971374155767684,2,27
2,noon,sunny,Alappuzha,42.78070146070998,4,63
4,night,cloudy,Palakkad,30.27314741757752,3,59
3,evening,rainy,Kannur,27.686426635994742,2,24
4,noon,foggy,Kannur,26.75727567360413,3,52
6,evening,cloudy,Alappuzha,22.344155357428406,2,21
0,night,rainy,Thrissur,32.589804667320124,3,35
6,evening,cloudy,Thiruvananthapuram,25.59999740769367,2,21
4,evening,rainy,Kannur,23.20473914795076,2,25
4,morning,rainy,Palakkad,27.047686668943776,3,51
1,night,foggy,Kannur,21.645018962663688,3,39
1,night,cloudy,Thrissur,34.50799902497343,3,51
6,evening,sunny,Kasaragod,35.12182923048655,4,62
5,morning,foggy,Kollam,25.954857082169774,4,62
6,night,foggy,Kasaragod,22.272500651971775,4,65
1,noon,rainy,Kannur,18.762473063065503,2,23
4,evening,sunny,Malappuram,41.21557560050843,4,64
2,night,cloudy,Kozhikode,32.396005613089706,3,56
6,noon,sunny,Thrissur,30.248329267827128,5,92
4,night,sunny,Kochi,27.115213004065502,3,47
2,noon,sunny,Kochi,37.740460310572814,4,70
2,evening,sunny,Kottayam,35.730931341452006,4,61
1,night,sunny,Alappuzha,32.87683191578999,4,79
6,night,rainy,Alappuzha,22.181394636231083,3,33
3,morning,rainy,Guruvayur,19.685842690794843,3,37
0,evening,foggy,Alappuzha,32.608556263137594,4,74
1,noon,rainy,Kasaragod,32.5013564724958,3,31
1,night,foggy,Kollam,24.212324081225837,3,38
3,night,foggy,Thrissur,31.376147442263353,4,67
0,noon,cloudy,Thiruvananthapuram,27.94473975386115,2,26
4,evening,sunny,Kottayam,33.5937082696593,4,78
5,morning,rainy,Malappuram,20.320503762172844,3,44
6,morning,cloudy,Palakkad,34.76088669242368,4,72
5,night,rainy,Malappuram,24.2493452705031,2,22
4,noon,foggy,Thrissur,30.463064389370288,4,75
1,night,rainy,Kozhikode,21.180935517554538,2,29
0,noon,sunny,Alappuzha,29.090743916338145,3,40
1,morning,foggy,Guruvayur,22.685641501447744,4,72
2,evening,foggy,Palakkad,33.365190297723366,4,63
1,noon,cloudy,Kasaragod,24.0695765948731,2,23
1,morning,sunny,Thrissur,37.73128102120956,5,98
4,night,foggy,Kozhikode,27.861564484798013,3,45
4,noon,sunny,Kasaragod,33.068171616824074,4,65
4,evening,rainy,Kozhikode,23.97601743357712,2,22
5,night,sunny,Alappuzha,32.25104463816824,4,75
2,night,foggy,Kannur,22.93570451478383,3,41
4,morning,cloudy,Kasaragod,25.997334576227935,3,32
0,noon,foggy,Kollam,32.50864903379675,4,73
5,night,sunny,Kochi,37.318334824970805,4,70
3,evening,sunny,Malappuram,30.865813223079904,4,62
0,noon,foggy,Kollam,29.046909553480493,3,45
6,evening,sunny,Palakkad,29.288602876202937,3,47
6,night,rainy,Kottayam,19.57632538600721,3,44
0,evening,foggy,Kannur,21.616965404912122,3,55
4,morning,cloudy,Kochi,35.978285154611214,4,63
3,evening,foggy,Kollam,24.807178208273204,3,57
3,noon,rainy,Thrissur,19.868075907919877,2,25
5,evening,rainy,Kozhikode,20.75322435496724,2,24
3,evening,rainy,Palakkad,18.165937218822293,2,29
6,morning,rainy,Thrissur,26.86746901408317,3,35
2,evening,rainy,Kochi,17.277430204018973,2,23
4,evening,cloudy,Guruvayur,23.01503505372751,2,25
3,night,sunny,Kozhikode,36.96086435203158,4,71
5,night,rainy,Palakkad,21.774230548184526,2,22
6,noon,rainy,Kottayam,28.035113053920213,3,35
2,night,foggy,Kochi,30.70138556139221,4,70
1,night,cloudy,Palakkad,25.08595374822528,2,28
1,night,cloudy,Kollam,31.79766896449813,3,45
2,night,sunny,Palakkad,27.97665256497897,3,40
6,morning,cloudy,Kochi,29.852570318540074,3,47
5,night,foggy,Kannur,28.656682687765386,3,59
2,morning,foggy,Alappuzha,25.77901580989629,4,78
4,morning,sunny,Kannur,36.2680849615715,5,92
4,night,foggy,Kollam,36.037835971784595,4,67
1,evening,rainy,Thrissur,32.9813798959723,3,39
3,morning,rainy,Kochi,26.331967068638214,3,45
5,evening,foggy,Alappuzha,28.10516476559569,3,44
1,evening,sunny,Thiruvananthapuram,29.828520703675427,3,31
3,night,cloudy,Kottayam,25.104227325896456,2,25
3,noon,sunny,Alappuzha,34.15073462854602,4,67
4,night,cloudy,Thiruvananthapuram,26.977314727951615,2,25
6,noon,foggy,Guruvayur,36.76001178662385,5,89
0,noon,foggy,Guruvayur,27.48618785214686,3,51
6,night,rainy,Malappuram,22.348558049472402,3,52
0,night,cloudy,Kozhikode,27.253680517557164,2,21
2,noon,sunny,Alappuzha,40.22254357625019,4,77
4,night,foggy,Kasaragod,32.288566356397126,4,72
3,noon,sunny,Kottayam,36.44087045542118,4,76
5,evening,rainy,Alappuzha,21.680431380525658,2,28
0,night,cloudy,Thiruvananthapuram,34.63796481233103,3,43
6,evening,cloudy,Kasaragod,21.385779449226476,2,26
3,morning,foggy,Kottayam,36.02871683174772,5,100
0,evening,cloudy,Kasaragod,29.45034210267636,2,21
0,evening,foggy,Kollam,27.995418894677815,3,49
0,noon,rainy,Thiruvananthapuram,24.451843772200657,2,21
5,evening,cloudy,Guruvayur,32.079657825254685,3,49
4,night,foggy,Palakkad,21.442177152804053,3,34
5,noon,sunny,Kollam,40.816381559790216,4,67
1,morning,foggy,Kottayam,28.819736832293476,4,72
3,night,cloudy,Kottayam,26.564024641080884,2,25
4,morning,rainy,Kochi,18.350174615778972,3,36
4,evening,cloudy,Thiruvananthapuram,28.204505170273073,2,21
4,night,cloudy,Malappuram,29.171080918014,2,25
6,night,foggy,Malappuram,28.08715870838892,4,69
4,morning,sunny,Kottayam,37.53722159505725,5,94
5,night,cloudy,Malappuram,27.888834795086396,2,22
4,night,sunny,Kozhikode,42.34409882339175,4,71
2,night,foggy,Guruvayur,31.412882705000857,4,74
3,evening,sunny,Kochi,39.72712490608245,4,63
4,morning,foggy,Kottayam,23.084215254860936,4,61
3,night,rainy,Malappuram,22.753951980080398,2,25
2,noon,sunny,Thiruvananthapuram,31.726410924601595,4,64
2,noon,sunny,Kannur,35.681200598322064,4,67
3,noon,rainy,Alappuzha,30.638929841044238,3,46
0,noon,sunny,Palakkad,27.331749701954113,3,35
1,evening,rainy,Guruvayur,17.233771566760083,2,23
6,night,cloudy,Kollam,35.18899484485874,4,76
0,morning,foggy,Kannur,24.843616364651872,4,66
0,night,rainy,Kollam,27.368805325646832,2,27
5,evening,sunny,Kozhikode,35.22892825013369,4,64
6,noon,rainy,Kasaragod,30.159191113082898,4,64
6,evening,sunny,Thiruvananthapuram,28.12651146721886,3,58
0,night,cloudy,Kasaragod,22.939904223463948,2,21
4,morning,rainy,Kochi,25.46591212473123,3,37
5,evening,cloudy,Palakkad,36.82203091327186,3,42
5,morning,foggy,Kochi,28.280126794302618,4,66
2,evening,sunny,Kottayam,31.558015704329815,4,61
6,morning,sunny,Kannur,36.31371849436406,5,89
0,morning,cloudy,Thiruvananthapuram,36.55122001544508,4,78
2,noon,foggy,Kannur,35.4529380603584,4,64
3,morning,rainy,Kottayam,32.92322138246474,4,65
1,noon,rainy,Thrissur,16.38366591444041,2,27
5,night,sunny,Malappuram,27.918588460116958,3,48
3,night,cloudy,Kollam,31.09454578341213,3,37
3,noon,cloudy,Kannur,34.683393274855,3,31
4,noon,rainy,Alappuzha,20.849153819215033,2,26
1,evening,foggy,Kottayam,25.291753398581516,3,51
3,evening,foggy,Kasaragod,34.60375349148021,4,71
3,evening,rainy,Thrissur,16.958491515504935,2,27
1,night,rainy,Kollam,22.279505008903946,2,24
1,evening,cloudy,Kottayam,29.332350590249163,2,25
3,morning,foggy,Kannur,30.751092365955294,5,94
1,morning,rainy,Thrissur,28.38645766547721,3,55
3,evening,rainy,Thrissur,22.03237729832119,2,21
3,morning,sunny,Thiruvananthapuram,36.41563385946832,5,91
4,night,rainy,Kochi,25.951382187446256,2,23
0,morning,rainy,Thrissur,25.3094737111137,3,43
3,night,foggy,Kozhikode,32.113380885417406,4,67
2,noon,cloudy,Kochi,25.144229714336852,2,26
5,noon,foggy,Kollam,22.66419371293849,3,52
6,noon,cloudy,Kollam,22.761212230855193,3,38
0,noon,sunny,Kollam,29.81790050511632,3,52
0,morning,rainy,Kollam,24.50336490388735,3,34
0,evening,sunny,Kozhikode,40.28752675928234,4,61
4,morning,cloudy,Kannur,32.655580621682084,4,74
3,night,foggy,Kottayam,34.6388551734346,4,69
4,morning,foggy,Palakkad,27.19175050874335,4,72
3,morning,sunny,Kannur,32.87911360802535,5,83
4,night,cloudy,Thrissur,27.426185868019974,2,21
4,noon,sunny,Kollam,29.261844134876526,3,43
5,noon,sunny,Guruvayur,27.040683188440724,3,39
2,noon,rainy,Kochi,26.045573578062857,2,23
4,evening,sunny,Kochi,42.816683618149966,4,80
5,night,rainy,Thrissur,18.836104984154467,2,21
1,night,rainy,Kottayam,16.793641938287653,2,28
2,morning,foggy,Alappuzha,34.477203493006655,5,85
4,evening,rainy,Alappuzha,20.293962113640312,2,25
6,noon,rainy,Palakkad,30.103944690999782,4,68
0,evening,foggy,Kottayam,33.19208824158656,4,67
1,night,sunny,Thrissur,42.07645012986367,4,72
1,night,cloudy,Alappuzha,27.68535681404298,2,28
5,morning,cloudy,Alappuzha,31.98708107684034,4,72
1,morning,cloudy,Alappuzha,28.636125080005158,3,41
2,night,sunny,Kasaragod,36.72000785424524,4,70
4,noon,rainy,Guruvayur,23.643181402131535,2,25
4,noon,cloudy,Kannur,23.940341995388827,2,28
6,evening,sunny,Kozhikode,34.634256072057475,4,74
0,night,rainy,Thrissur,24.985931424436522,2,27
5,night,foggy,Malappuram,35.005430322422534,4,73
0,noon,cloudy,Thiruvananthapuram,33.237445804670436,3,54
1,noon,rainy,Kannur,27.284457607004548,2,25
6,night,cloudy,Thiruvananthapuram,22.66117443057329,3,34
0,morning,cloudy,Kottayam,32.98407074746271,4,61
2,night,cloudy,Thrissur,29.238781464206305,2,27
4,night,rainy,Thrissur,31.19969211380471,3,50
1,noon,sunny,Thiruvananthapuram,41.637805880219226,4,72
6,noon,rainy,Palakkad,16.937662040230354,3,42
0,morning,cloudy,Thiruvananthapuram,34.684500332205694,4,72
5,morning,rainy,Thrissur,16.6408556371854,3,45
2,evening,foggy,Alappuzha,27.46704853881518,3,39
2,night,sunny,Palakkad,35.21909958555835,4,65
0,noon,rainy,Kollam,18.517713576661166,2,24
4,morning,foggy,Malappuram,33.9124997156741,5,102
0,evening,sunny,Kasaragod,26.142029970926355,3,42
1,evening,foggy,Guruvayur,24.091348725378424,3,58
0,noon,sunny,Kozhikode,35.873546107509085,4,70
2,noon,rainy,Kollam,28.14458855463397,2,26
6,evening,foggy,Kochi,36.80809764779637,4,76
0,morning,cloudy,Thiruvananthapuram,32.72703688906816,4,80
4,evening,foggy,Malappuram,32.64541249633252,4,64
6,night,sunny,Thiruvananthapuram,32.70379948796129,5,109
5,night,rainy,Guruvayur,16.021835233955624,2,24
3,noon,sunny,Thiruvananthapuram,28.042707398505573,3,53
0,morning,foggy,Kollam,30.31259216285246,5,107
4,morning,foggy,Alappuzha,32.70237296135493,5,96
6,night,cloudy,Kannur,27.83021463241942,3,53
4,evening,rainy,Alappuzha,28.421543195982636,2,21
5,noon,rainy,Kasaragod,24.871659020647037,2,23
2,evening,foggy,Palakkad,22.486160227103106,3,49
4,evening,rainy,Thiruvananthapuram,19.26427626645513,2,24
6,evening,cloudy,Kottayam,35.01356360132658,3,50
4,morning,sunny,Alappuzha,38.32351669261547,5,84
4,night,rainy,Guruvayur,31.210953779212417,3,56
4,morning,foggy,Thrissur,23.22363813705572,4,78
1,night,sunny,Kannur,42.83378308845626,4,69
1,noon,sunny,Malappuram,29.559914137148873,3,43
2,noon,cloudy,Kottayam,20.93385170305247,2,25
0,evening,foggy,Kollam,38.181354865910215,4,62
4,night,rainy,Kollam,20.778256052566924,2,21
5,night,foggy,Kasaragod,32.58149559471332,4,73
0,night,sunny,Kasaragod,29.003599340997187,3,35
5,evening,foggy,Palakkad,31.089049949385206,4,76
0,evening,rainy,Kannur,31.36859476972751,3,43
2,noon,rainy,Thrissur,21.443079846283457,2,26
4,morning,cloudy,Malappuram,32.12791139893366,4,63
4,night,rainy,Thrissur,19.19436100957308,2,21
3,night,rainy,Kochi,26.62152177821833,2,27
5,morning,foggy,Kasaragod,26.94482088289747,4,80
0,night,foggy,Palakkad,24.815705297994974,3,45
0,evening,sunny,Kozhikode,31.324094861961797,4,62
1,evening,cloudy,Thiruvananthapuram,23.773891970812144,2,25
3,night,foggy,Thiruvananthapuram,36.5577387352438,4,80
6,evening,rainy,Kozhikode,22.75217706739119,2,28
6,evening,sunny,Alappuzha,30.169748184564245,4,79
1,night,foggy,Thrissur,28.848098199270655,3,55
1,noon,cloudy,Kozhikode,26.18270864188998,2,28
1,morning,cloudy,Palakkad,33.3887211210061,4,71
5,evening,sunny,Malappuram,42.5107385020534,4,69
5,noon,sunny,Kozhikode,33.44657216386,4,79
2,evening,sunny,Palakkad,40.637567799528085,4,80
2,evening,sunny,Kasaragod,35.61967225051353,4,70
1,morning,sunny,Kottayam,28.67300630660197,4,63
3,evening,rainy,Kollam,27.74058661538281,2,21
0,morning,rainy,Kollam,24.72838645113894,3,36
5,morning,foggy,Kannur,32.28547579728556,5,98
3,morning,cloudy,Kochi,35.85827981989786,4,80
4,noon,rainy,Thrissur,23.487387701152784,2,24
5,night,rainy,Malappuram,31.320019594695047,3,31
5,noon,rainy,Kottayam,28.76137324278813,2,22
2,night,foggy,Kottayam,29.531448641925536,3,51
0,night,sunny,Kasaragod,36.254776306185384,4,79
0,morning,foggy,Kozhikode,26.760044154822992,4,67
6,evening,cloudy,Thrissur,37.45474790173871,3,32
6,morning,cloudy,Thiruvananthapuram,32.07856357803629,4,71
6,evening,cloudy,Kottayam,21.478990298622264,2,29
6,night,cloudy,Palakkad,26.286166203895704,3,57
4,morning,rainy,Thiruvananthapuram,26.59634537390398,3,48
4,evening,rainy,Kochi,16.957665722587077,2,29
5,noon,foggy,Kozhikode,21.631196154425226,3,56
1,evening,sunny,Kozhikode,33.650412071972646,4,76
2,morning,cloudy,Malappuram,26.389326860954945,3,34
2,noon,foggy,Kottayam,28.676241238563616,3,45
6,evening,rainy,Kasaragod,20.465786267960087,2,21
5,evening,rainy,Alappuzha,18.800201698030676,2,22
3,evening,sunny,Alappuzha,37.71543706866574,4,69
1,evening,sunny,Guruvayur,34.74770897655261,4,65
5,evening,sunny,Kollam,29.402621591239235,3,40
1,noon,foggy,Palakkad,26.65818514841977,3,46
1,night,rainy,Thiruvananthapuram,26.06073443027654,2,22
1,noon,rainy,Guruvayur,17.227898920632125,2,21
5,noon,sunny,Kochi,28.50670115752505,3,55
6,noon,cloudy,Kollam,21.97876907600519,3,44
2,night,sunny,Kozhikode,39.80939465614002,4,76
2,morning,foggy,Thiruvananthapuram,34.01612186660395,5,108
6,night,sunny,Thrissur,38.80631984194737,5,102
1,noon,sunny,Kottayam,38.177530839092476,4,66
3,evening,foggy,Kochi,32.604717104387575,4,66
0,evening,sunny,Thrissur,34.10886256142898,4,79
5,noon,rainy,Kasaragod,26.918728779620956,2,25
0,evening,cloudy,Guruvayur,21.385740237575124,2,29
6,noon,sunny,Kottayam,36.56489518516534,5,91
3,evening,foggy,Thiruvananthapuram,34.44908589612671,4,62
5,night,cloudy,Kottayam,29.23968593271419,2,28
6,morning,foggy,Kollam,27.302891485262826,4,67
1,morning,cloudy,Malappuram,25.4498482977962,3,32
2,night,cloudy,Kollam,31.66122865893496,3,55
0,night,sunny,Kasaragod,37.77762037670845,4,75
4,noon,rainy,Palakkad,30.806449197663227,3,36
4,noon,sunny,Thrissur,31.819679401836844,4,75
3,noon,foggy,Kannur,34.31129412755475,4,74
1,evening,foggy,Kollam,30.768213913218542,4,67
0,noon,cloudy,Malappuram,35.741814147706904,3,34
1,night,cloudy,Palakkad,29.70639964720511,2,26
0,morning,rainy,Kollam,24.799707082765444,3,39
3,evening,sunny,Kozhikode,35.823910384495456,4,70
3,noon,foggy,Malappuram,33.96352593942118,4,79
4,evening,cloudy,Thrissur,37.1333319462634,3,56
