Day,Time,Weather,City,Temperature,Traffic Congestion,Number of Vehicles
1,evening,foggy,Kannur,27.73896087,3,39
1,morning,cloudy,Kochi,34.24286298,1,17
0,evening,foggy,Kottayam,28.98255085,3,45
6,noon,cloudy,Kollam,23.63665423,3,54
1,evening,cloudy,Malappuram,25.27616203,2,27
5,noon,sunny,Kottayam,34.65492755,4,67
5,noon,foggy,Kottayam,23.7318815,3,32
0,evening,foggy,Palakkad,31.62331139,4,67
4,morning,cloudy,Thiruvananthapuram,30.35129802,1,16
4,morning,cloudy,Alappuzha,32.88353318,1,18
0,night,rainy,Kasaragod,31.94097846,3,50
4,morning,rainy,Kasaragod,31.50832754,1,12
6,night,cloudy,Kasaragod,36.81687931,4,71
6,morning,rainy,Kannur,20.16016515,3,45
4,morning,rainy,Kasaragod,18.23661021,5,102
5,noon,cloudy,Kannur,25.87229771,2,25
4,night,cloudy,Alappuzha,35.95004174,3,40
6,morning,foggy,Kottayam,37.75007397,5,103
2,night,cloudy,Alappuzha,35.34211797,3,35
3,noon,cloudy,Kasaragod,22.60389507,2,25
1,noon,sunny,Thiruvananthapuram,42.10627597,4,76
2,night,foggy,Kozhikode,28.42225137,3,59
4,noon,foggy,Kochi,21.38343984,3,41
5,evening,foggy,Kasaragod,28.74585849,3,33
0,evening,sunny,Malappuram,26.78317588,3,57
4,noon,cloudy,Kozhikode,29.97951847,2,24
5,evening,foggy,Alappuzha,26.98058337,3,40
3,morning,foggy,Malappuram,29.27355877,1,16
4,night,rainy,Malappuram,26.42389613,2,28
6,morning,foggy,Thrissur,35.99478353,5,91
0,night,cloudy,Malappuram,31.98592061,3,36
5,noon,cloudy,Kasaragod,28.11242457,2,27
5,morning,rainy,Thrissur,29.93027351,5,109
5,noon,foggy,Palakkad,36.62006124,4,77
3,noon,foggy,Kottayam,23.26108433,3,37
4,night,foggy,Malappuram,30.26802552,4,77
3,night,sunny,Thiruvananthapuram,30.83670332,4,76
1,night,foggy,Guruvayur,22.02520527,3,41
1,morning,cloudy,Kochi,32.09888762,1,18
4,evening,cloudy,Malappuram,35.40069702,3,32
6,night,sunny,Kannur,28.76934513,4,77
3,night,sunny,Palakkad,39.81103218,4,76
0,morning,foggy,Kollam,35.73289237,2,28
5,night,rainy,Kannur,31.54378753,3,47
5,morning,sunny,Alappuzha,30.50984651,2,25
4,noon,sunny,Guruvayur,41.36720211,4,72
6,night,foggy,Alappuzha,26.67643173,4,76
1,night,foggy,Palakkad,30.61491113,4,68
1,noon,sunny,Kollam,26.858627,3,33
5,noon,rainy,Alappuzha,16.7459785,2,29
4,noon,sunny,Alappuzha,38.24634462,4,80
3,night,foggy,Alappuzha,28.78132453,3,37
1,evening,foggy,Palakkad,25.58213528,3,32
3,evening,sunny,Guruvayur,29.23702943,3,31
6,evening,rainy,Kottayam,27.38920934,2,25
1,night,sunny,Kochi,26.00682625,3,50
1,noon,sunny,Palakkad,39.70014988,4,66
2,night,foggy,Kollam,22.57240821,3,53
1,noon,rainy,Malappuram,19.25532345,2,24
0,night,cloudy,Kottayam,27.29961253,2,26
4,night,rainy,Kottayam,24.24259858,2,25
4,noon,sunny,Malappuram,32.03491697,4,65
3,evening,sunny,Thiruvananthapuram,31.4521068,4,75
6,noon,sunny,Thrissur,42.38657221,5,91
1,morning,rainy,Kochi,26.90685458,5,93
0,morning,foggy,Kochi,21.62352514,1,15
3,noon,sunny,Thiruvananthapuram,33.31299044,4,72
2,night,sunny,Thrissur,40.8751479,4,76
3,morning,rainy,Kochi,21.12475517,5,96
3,morning,cloudy,Kollam,22.34105167,5,95
1,night,cloudy,Kozhikode,33.62613492,3,34
2,night,foggy,Kozhikode,31.52740004,4,74
3,evening,foggy,Kochi,30.92047754,4,74
0,night,sunny,Kasaragod,26.91080151,3,33
0,noon,rainy,Kochi,18.38848317,2,29
4,noon,sunny,Malappuram,36.58333974,4,68
2,evening,foggy,Malappuram,24.75817021,3,31
2,morning,rainy,Kannur,24.56919136,5,101
4,morning,rainy,Thrissur,25.26298866,5,87
3,night,foggy,Alappuzha,26.04478714,3,36
2,noon,cloudy,Kottayam,36.85682145,3,49
0,morning,cloudy,Kollam,35.05548362,1,17
0,evening,rainy,Thiruvananthapuram,28.28034963,2,23
1,evening,sunny,Guruvayur,27.32589573,3,35
2,noon,cloudy,Kochi,22.53780413,2,28
3,evening,sunny,Alappuzha,34.37728288,4,74
4,evening,cloudy,Alappuzha,23.46572074,2,22
4,noon,cloudy,Kollam,37.36410669,3,54
3,night,sunny,Thiruvananthapuram,28.69484398,3,56
6,night,foggy,Malappuram,29.5121181,4,77
5,evening,cloudy,Palakkad,26.92365177,2,26
1,night,cloudy,Kollam,31.60316297,3,40
4,night,sunny,Alappuzha,28.19361895,3,39
2,evening,foggy,Kozhikode,28.54054418,3,47
1,night,cloudy,Kochi,25.40357936,2,28
2,evening,cloudy,Thrissur,35.82536973,3,31
6,morning,foggy,Kozhikode,21.91512201,4,78
0,noon,cloudy,Alappuzha,36.2669612,3,34
1,noon,foggy,Kottayam,35.38606526,4,67
4,night,foggy,Guruvayur,26.28386708,3,53
1,night,sunny,Kasaragod,39.41794113,4,67
1,night,rainy,Thiruvananthapuram,16.53063053,2,29
1,noon,foggy,Kannur,37.66187926,4,76
5,morning,sunny,Malappuram,34.95211402,2,23
1,morning,rainy,Kochi,21.15577744,5,93
2,noon,cloudy,Thrissur,26.89750842,2,21
0,morning,rainy,Palakkad,17.12889101,5,99
6,noon,foggy,Malappuram,38.04410664,5,103
3,morning,foggy,Kochi,21.89312797,1,15
1,evening,foggy,Palakkad,32.358586,4,79
4,evening,foggy,Thrissur,28.75167567,3,54
1,noon,foggy,Alappuzha,37.35674061,4,75
4,morning,sunny,Kasaragod,30.18199559,2,28
2,night,foggy,Kozhikode,30.27064091,4,61
4,morning,sunny,Kozhikode,34.20005555,2,29
3,evening,cloudy,Alappuzha,32.68232336,3,39
0,evening,foggy,Malappuram,22.38133885,3,55
4,morning,foggy,Guruvayur,24.51958011,1,11
4,morning,rainy,Alappuzha,19.64760194,5,94
0,night,cloudy,Alappuzha,33.28215664,3,50
3,night,foggy,Kannur,24.44052274,3,46
1,morning,foggy,Kochi,30.97452489,2,27
4,morning,cloudy,Guruvayur,24.39273875,5,88
0,morning,sunny,Kannur,40.64762415,2,29
2,morning,foggy,Kannur,37.24231763,2,26
0,noon,rainy,Kochi,24.81438057,2,29
2,morning,foggy,Thrissur,27.21441593,1,14
3,night,rainy,Kasaragod,19.97898218,2,28
1,evening,rainy,Kannur,16.84627703,2,23
0,noon,foggy,Kochi,25.7896662,3,45
6,morning,foggy,Thrissur,32.34717316,5,108
6,evening,rainy,Kottayam,25.07148783,2,26
5,noon,cloudy,Alappuzha,36.78229554,3,54
4,evening,cloudy,Alappuzha,27.47030727,2,26
3,morning,foggy,Malappuram,33.02084172,2,21
0,morning,sunny,Kannur,34.31848671,2,25
6,night,cloudy,Kottayam,29.44738948,3,52
4,morning,foggy,Malappuram,25.77732825,1,12
6,morning,cloudy,Kannur,28.46775701,3,51
0,noon,sunny,Palakkad,34.00334495,4,77
2,night,foggy,Thrissur,33.23808777,4,66
0,noon,sunny,Thrissur,41.99087999,4,73
5,evening,foggy,Guruvayur,26.82362662,3,57
0,morning,sunny,Alappuzha,26.71740797,1,16
0,evening,cloudy,Kollam,29.17061094,2,29
5,noon,cloudy,Palakkad,29.98943645,2,28
3,morning,sunny,Thrissur,28.86348937,1,13
0,morning,sunny,Kochi,38.92789831,2,25
5,noon,sunny,Alappuzha,42.74379484,4,77
4,noon,foggy,Malappuram,37.30333509,4,73
2,noon,cloudy,Kottayam,24.08439647,2,22
2,noon,foggy,Malappuram,36.10633998,4,67
0,noon,cloudy,Kannur,32.70998563,3,33
3,morning,rainy,Kozhikode,23.71539158,5,107
3,noon,foggy,Kollam,30.41555181,4,71
4,morning,cloudy,Thrissur,35.17679678,1,14
0,morning,cloudy,Kasaragod,28.89588778,5,95
2,noon,foggy,Thiruvananthapuram,27.56969018,3,33
3,noon,foggy,Kollam,29.61037228,3,59
0,night,cloudy,Guruvayur,30.57880047,3,32
6,morning,foggy,Kannur,24.43948502,4,71
3,noon,sunny,Alappuzha,41.31543141,4,63
5,noon,foggy,Thrissur,32.68634303,4,76
6,noon,foggy,Kottayam,31.9907365,5,86
3,night,foggy,Thrissur,22.91660075,3,36
2,night,cloudy,Thiruvananthapuram,31.00455076,3,41
1,evening,sunny,Guruvayur,28.05633126,3,36
6,morning,rainy,Kottayam,17.33786048,3,52
4,evening,rainy,Malappuram,24.96428523,2,29
4,noon,sunny,Kottayam,32.84735408,4,78
2,night,sunny,Guruvayur,36.00977459,4,72
3,night,sunny,Kollam,27.51677686,3,42
0,evening,cloudy,Malappuram,28.06030587,2,23
3,night,rainy,Thrissur,18.97137416,2,27
2,noon,sunny,Alappuzha,42.78070146,4,63
4,night,cloudy,Palakkad,30.27314742,3,59
3,evening,rainy,Kannur,27.68642664,2,24
4,noon,foggy,Kannur,26.75727567,3,52
6,evening,cloudy,Alappuzha,22.34415536,2,21
0,night,rainy,Thrissur,32.58980467,3,35
6,evening,cloudy,Thiruvananthapuram,25.59999741,2,21
4,evening,rainy,Kannur,23.20473915,2,25
4,morning,rainy,Palakkad,27.04768667,5,88
1,night,foggy,Kannur,21.64501896,3,39
1,night,cloudy,Thrissur,34.50799902,3,51
6,evening,sunny,Kasaragod,35.12182923,4,62
5,morning,foggy,Kollam,25.95485708,1,13
6,night,foggy,Kasaragod,22.27250065,4,65
1,noon,rainy,Kannur,18.76247306,2,23
4,evening,sunny,Malappuram,41.2155756,4,64
2,night,cloudy,Kozhikode,32.39600561,3,56
6,noon,sunny,Thrissur,30.24832927,5,92
4,night,sunny,Kochi,27.115213,3,47
2,noon,sunny,Kochi,37.74046031,4,70
2,evening,sunny,Kottayam,35.73093134,4,61
1,night,sunny,Alappuzha,32.87683192,4,79
6,night,rainy,Alappuzha,22.18139464,3,33
3,morning,rainy,Guruvayur,19.68584269,5,96
0,evening,foggy,Alappuzha,32.60855626,4,74
1,noon,rainy,Kasaragod,32.50135647,3,31
1,night,foggy,Kollam,24.21232408,3,38
3,night,foggy,Thrissur,31.37614744,4,67
0,noon,cloudy,Thiruvananthapuram,27.94473975,2,26
4,evening,sunny,Kottayam,33.59370827,4,78
5,morning,rainy,Malappuram,20.32050376,5,108
6,morning,cloudy,Palakkad,34.76088669,4,72
5,night,rainy,Malappuram,24.24934527,2,22
4,noon,foggy,Thrissur,30.46306439,4,75
1,night,rainy,Kozhikode,21.18093552,2,29
0,noon,sunny,Alappuzha,29.09074392,3,40
1,morning,foggy,Guruvayur,22.6856415,1,13
2,evening,foggy,Palakkad,33.3651903,4,63
1,noon,cloudy,Kasaragod,24.06957659,2,23
1,morning,sunny,Thrissur,37.73128102,2,29
4,night,foggy,Kozhikode,27.86156448,3,45
4,noon,sunny,Kasaragod,33.06817162,4,65
4,evening,rainy,Kozhikode,23.97601743,2,22
5,night,sunny,Alappuzha,32.25104464,4,75
2,night,foggy,Kannur,22.93570451,3,41
4,morning,cloudy,Kasaragod,25.99733458,5,106
0,noon,foggy,Kollam,32.50864903,4,73
5,night,sunny,Kochi,37.31833482,4,70
3,evening,sunny,Malappuram,30.86581322,4,62
0,noon,foggy,Kollam,29.04690955,3,45
6,evening,sunny,Palakkad,29.28860288,3,47
6,night,rainy,Kottayam,19.57632539,3,44
0,evening,foggy,Kannur,21.6169654,3,55
4,morning,cloudy,Kochi,35.97828515,1,19
3,evening,foggy,Kollam,24.80717821,3,57
3,noon,rainy,Thrissur,19.86807591,2,25
5,evening,rainy,Kozhikode,20.75322435,2,24
3,evening,rainy,Palakkad,18.16593722,2,29
6,morning,rainy,Thrissur,26.86746901,3,35
2,evening,rainy,Kochi,17.2774302,2,23
4,evening,cloudy,Guruvayur,23.01503505,2,25
3,night,sunny,Kozhikode,36.96086435,4,71
5,night,rainy,Palakkad,21.77423055,2,22
6,noon,rainy,Kottayam,28.03511305,3,35
2,night,foggy,Kochi,30.70138556,4,70
1,night,cloudy,Palakkad,25.08595375,2,28
1,night,cloudy,Kollam,31.79766896,3,45
2,night,sunny,Palakkad,27.97665256,3,40
6,morning,cloudy,Kochi,29.85257032,3,47
5,night,foggy,Kannur,28.65668269,3,59
2,morning,foggy,Alappuzha,25.77901581,1,14
4,morning,sunny,Kannur,36.26808496,2,29
4,night,foggy,Kollam,36.03783597,4,67
1,evening,rainy,Thrissur,32.9813799,3,39
3,morning,rainy,Kochi,26.33196707,5,98
5,evening,foggy,Alappuzha,28.10516477,3,44
1,evening,sunny,Thiruvananthapuram,29.8285207,3,31
3,night,cloudy,Kottayam,25.10422733,2,25
3,noon,sunny,Alappuzha,34.15073463,4,67
4,night,cloudy,Thiruvananthapuram,26.97731473,2,25
6,noon,foggy,Guruvayur,36.76001179,5,89
0,noon,foggy,Guruvayur,27.48618785,3,51
6,night,rainy,Malappuram,22.34855805,3,52
0,night,cloudy,Kozhikode,27.25368052,2,21
2,noon,sunny,Alappuzha,40.22254358,4,77
4,night,foggy,Kasaragod,32.28856636,4,72
3,noon,sunny,Kottayam,36.44087046,4,76
5,evening,rainy,Alappuzha,21.68043138,2,28
0,night,cloudy,Thiruvananthapuram,34.63796481,3,43
6,evening,cloudy,Kasaragod,21.38577945,2,26
3,morning,foggy,Kottayam,36.02871683,2,24
0,evening,cloudy,Kasaragod,29.4503421,2,21
0,evening,foggy,Kollam,27.99541889,3,49
0,noon,rainy,Thiruvananthapuram,24.45184377,2,21
5,evening,cloudy,Guruvayur,32.07965783,3,49
4,night,foggy,Palakkad,21.44217715,3,34
5,noon,sunny,Kollam,40.81638156,4,67
1,morning,foggy,Kottayam,28.81973683,1,18
3,night,cloudy,Kottayam,26.56402464,2,25
4,morning,rainy,Kochi,18.35017462,5,88
4,evening,cloudy,Thiruvananthapuram,28.20450517,2,21
4,night,cloudy,Malappuram,29.17108092,2,25
6,night,foggy,Malappuram,28.08715871,4,69
4,morning,sunny,Kottayam,37.5372216,2,28
5,night,cloudy,Malappuram,27.8888348,2,22
4,night,sunny,Kozhikode,42.34409882,4,71
2,night,foggy,Guruvayur,31.41288271,4,74
3,evening,sunny,Kochi,39.72712491,4,63
4,morning,foggy,Kottayam,23.08421525,1,10
3,night,rainy,Malappuram,22.75395198,2,25
2,noon,sunny,Thiruvananthapuram,31.72641092,4,64
2,noon,sunny,Kannur,35.6812006,4,67
3,noon,rainy,Alappuzha,30.63892984,3,46
0,noon,sunny,Palakkad,27.3317497,3,35
1,evening,rainy,Guruvayur,17.23377157,2,23
6,night,cloudy,Kollam,35.18899484,4,76
0,morning,foggy,Kannur,24.84361636,1,16
0,night,rainy,Kollam,27.36880533,2,27
5,evening,sunny,Kozhikode,35.22892825,4,64
6,noon,rainy,Kasaragod,30.15919111,4,64
6,evening,sunny,Thiruvananthapuram,28.12651147,3,58
0,night,cloudy,Kasaragod,22.93990422,2,21
4,morning,rainy,Kochi,25.46591212,5,93
5,evening,cloudy,Palakkad,36.82203091,3,42
5,morning,foggy,Kochi,28.28012679,1,19
2,evening,sunny,Kottayam,31.5580157,4,61
6,morning,sunny,Kannur,36.31371849,5,89
0,morning,cloudy,Thiruvananthapuram,36.55122002,1,12
2,noon,foggy,Kannur,35.45293806,4,64
3,morning,rainy,Kottayam,32.92322138,1,11
1,noon,rainy,Thrissur,16.38366591,2,27
5,night,sunny,Malappuram,27.91858846,3,48
3,night,cloudy,Kollam,31.09454578,3,37
3,noon,cloudy,Kannur,34.68339327,3,31
4,noon,rainy,Alappuzha,20.84915382,2,26
1,evening,foggy,Kottayam,25.2917534,3,51
3,evening,foggy,Kasaragod,34.60375349,4,71
3,evening,rainy,Thrissur,16.95849152,2,27
1,night,rainy,Kollam,22.27950501,2,24
1,evening,cloudy,Kottayam,29.33235059,2,25
3,morning,foggy,Kannur,30.75109237,2,25
1,morning,rainy,Thrissur,28.38645767,5,92
3,evening,rainy,Thrissur,22.0323773,2,21
3,morning,sunny,Thiruvananthapuram,36.41563386,2,23
4,night,rainy,Kochi,25.95138219,2,23
0,morning,rainy,Thrissur,25.30947371,5,87
3,night,foggy,Kozhikode,32.11338089,4,67
2,noon,cloudy,Kochi,25.14422971,2,26
5,noon,foggy,Kollam,22.66419371,3,52
6,noon,cloudy,Kollam,22.76121223,3,38
0,noon,sunny,Kollam,29.81790051,3,52
0,morning,rainy,Kollam,24.5033649,5,83
0,evening,sunny,Kozhikode,40.28752676,4,61
4,morning,cloudy,Kannur,32.65558062,1,14
3,night,foggy,Kottayam,34.63885517,4,69
4,morning,foggy,Palakkad,27.19175051,1,15
3,morning,sunny,Kannur,32.87911361,2,26
4,night,cloudy,Thrissur,27.42618587,2,21
4,noon,sunny,Kollam,29.26184413,3,43
5,noon,sunny,Guruvayur,27.04068319,3,39
2,noon,rainy,Kochi,26.04557358,2,23
4,evening,sunny,Kochi,42.81668362,4,80
5,night,rainy,Thrissur,18.83610498,2,21
1,night,rainy,Kottayam,16.79364194,2,28
2,morning,foggy,Alappuzha,34.47720349,2,21
4,evening,rainy,Alappuzha,20.29396211,2,25
6,noon,rainy,Palakkad,30.10394469,4,68
0,evening,foggy,Kottayam,33.19208824,4,67
1,night,sunny,Thrissur,42.07645013,4,72
1,night,cloudy,Alappuzha,27.68535681,2,28
5,morning,cloudy,Alappuzha,31.98708108,1,19
1,morning,cloudy,Alappuzha,28.63612508,5,101
2,night,sunny,Kasaragod,36.72000785,4,70
4,noon,rainy,Guruvayur,23.6431814,2,25
4,noon,cloudy,Kannur,23.940342,2,28
6,evening,sunny,Kozhikode,34.63425607,4,74
0,night,rainy,Thrissur,24.98593142,2,27
5,night,foggy,Malappuram,35.00543032,4,73
0,noon,cloudy,Thiruvananthapuram,33.2374458,3,54
1,noon,rainy,Kannur,27.28445761,2,25
6,night,cloudy,Thiruvananthapuram,22.66117443,3,34
0,morning,cloudy,Kottayam,32.98407075,1,13
2,night,cloudy,Thrissur,29.23878146,2,27
4,night,rainy,Thrissur,31.19969211,3,50
1,noon,sunny,Thiruvananthapuram,41.63780588,4,72
6,noon,rainy,Palakkad,16.93766204,3,42
0,morning,cloudy,Thiruvananthapuram,34.68450033,1,12
5,morning,rainy,Thrissur,16.64085564,5,101
2,evening,foggy,Alappuzha,27.46704854,3,39
2,night,sunny,Palakkad,35.21909959,4,65
0,noon,rainy,Kollam,18.51771358,2,24
4,morning,foggy,Malappuram,33.91249972,2,29
0,evening,sunny,Kasaragod,26.14202997,3,42
1,evening,foggy,Guruvayur,24.09134873,3,58
0,noon,sunny,Kozhikode,35.87354611,4,70
2,noon,rainy,Kollam,28.14458855,2,26
6,evening,foggy,Kochi,36.80809765,4,76
0,morning,cloudy,Thiruvananthapuram,32.72703689,1,16
4,evening,foggy,Malappuram,32.6454125,4,64
6,night,sunny,Thiruvananthapuram,32.70379949,5,109
5,night,rainy,Guruvayur,16.02183523,2,24
3,noon,sunny,Thiruvananthapuram,28.0427074,3,53
0,morning,foggy,Kollam,30.31259216,2,23
4,morning,foggy,Alappuzha,32.70237296,2,22
6,night,cloudy,Kannur,27.83021463,3,53
4,evening,rainy,Alappuzha,28.4215432,2,21
5,noon,rainy,Kasaragod,24.87165902,2,23
2,evening,foggy,Palakkad,22.48616023,3,49
4,evening,rainy,Thiruvananthapuram,19.26427627,2,24
6,evening,cloudy,Kottayam,35.0135636,3,50
4,morning,sunny,Alappuzha,38.32351669,2,28
4,night,rainy,Guruvayur,31.21095378,3,56
4,morning,foggy,Thrissur,23.22363814,1,17
1,night,sunny,Kannur,42.83378309,4,69
1,noon,sunny,Malappuram,29.55991414,3,43
2,noon,cloudy,Kottayam,20.9338517,2,25
0,evening,foggy,Kollam,38.18135487,4,62
4,night,rainy,Kollam,20.77825605,2,21
5,night,foggy,Kasaragod,32.58149559,4,73
0,night,sunny,Kasaragod,29.00359934,3,35
5,evening,foggy,Palakkad,31.08904995,4,76
0,evening,rainy,Kannur,31.36859477,3,43
2,noon,rainy,Thrissur,21.44307985,2,26
4,morning,cloudy,Malappuram,32.1279114,1,15
4,night,rainy,Thrissur,19.19436101,2,21
3,night,rainy,Kochi,26.62152178,2,27
5,morning,foggy,Kasaragod,26.94482088,1,18
0,night,foggy,Palakkad,24.8157053,3,45
0,evening,sunny,Kozhikode,31.32409486,4,62
1,evening,cloudy,Thiruvananthapuram,23.77389197,2,25
3,night,foggy,Thiruvananthapuram,36.55773874,4,80
6,evening,rainy,Kozhikode,22.75217707,2,28
6,evening,sunny,Alappuzha,30.16974818,4,79
1,night,foggy,Thrissur,28.8480982,3,55
1,noon,cloudy,Kozhikode,26.18270864,2,28
1,morning,cloudy,Palakkad,33.38872112,1,11
5,evening,sunny,Malappuram,42.5107385,4,69
5,noon,sunny,Kozhikode,33.44657216,4,79
2,evening,sunny,Palakkad,40.6375678,4,80
2,evening,sunny,Kasaragod,35.61967225,4,70
1,morning,sunny,Kottayam,28.67300631,1,12
3,evening,rainy,Kollam,27.74058662,2,21
0,morning,rainy,Kollam,24.72838645,5,102
5,morning,foggy,Kannur,32.2854758,2,25
3,morning,cloudy,Kochi,35.85827982,1,13
4,noon,rainy,Thrissur,23.4873877,2,24
5,night,rainy,Malappuram,31.32001959,3,31
5,noon,rainy,Kottayam,28.76137324,2,22
2,night,foggy,Kottayam,29.53144864,3,51
0,night,sunny,Kasaragod,36.25477631,4,79
0,morning,foggy,Kozhikode,26.76004415,1,16
6,evening,cloudy,Thrissur,37.4547479,3,32
6,morning,cloudy,Thiruvananthapuram,32.07856358,4,71
6,evening,cloudy,Kottayam,21.4789903,2,29
6,night,cloudy,Palakkad,26.2861662,3,57
4,morning,rainy,Thiruvananthapuram,26.59634537,5,82
4,evening,rainy,Kochi,16.95766572,2,29
5,noon,foggy,Kozhikode,21.63119615,3,56
1,evening,sunny,Kozhikode,33.65041207,4,76
2,morning,cloudy,Malappuram,26.38932686,5,93
2,noon,foggy,Kottayam,28.67624124,3,45
6,evening,rainy,Kasaragod,20.46578627,2,21
5,evening,rainy,Alappuzha,18.8002017,2,22
3,evening,sunny,Alappuzha,37.71543707,4,69
1,evening,sunny,Guruvayur,34.74770898,4,65
5,evening,sunny,Kollam,29.40262159,3,40
1,noon,foggy,Palakkad,26.65818515,3,46
1,night,rainy,Thiruvananthapuram,26.06073443,2,22
1,noon,rainy,Guruvayur,17.22789892,2,21
5,noon,sunny,Kochi,28.50670116,3,55
6,noon,cloudy,Kollam,21.97876908,3,44
2,night,sunny,Kozhikode,39.80939466,4,76
2,morning,foggy,Thiruvananthapuram,34.01612187,2,25
6,night,sunny,Thrissur,38.80631984,5,102
1,noon,sunny,Kottayam,38.17753084,4,66
3,evening,foggy,Kochi,32.6047171,4,66
0,evening,sunny,Thrissur,34.10886256,4,79
5,noon,rainy,Kasaragod,26.91872878,2,25
0,evening,cloudy,Guruvayur,21.38574024,2,29
6,noon,sunny,Kottayam,36.56489519,5,91
3,evening,foggy,Thiruvananthapuram,34.4490859,4,62
5,night,cloudy,Kottayam,29.23968593,2,28
6,morning,foggy,Kollam,27.30289149,4,67
1,morning,cloudy,Malappuram,25.4498483,5,86
2,night,cloudy,Kollam,31.66122866,3,55
0,night,sunny,Kasaragod,37.77762038,4,75
4,noon,rainy,Palakkad,30.8064492,3,36
4,noon,sunny,Thrissur,31.8196794,4,75
3,noon,foggy,Kannur,34.31129413,4,74
1,evening,foggy,Kollam,30.76821391,4,67
0,noon,cloudy,Malappuram,35.74181415,3,34
1,night,cloudy,Palakkad,29.70639965,2,26
0,morning,rainy,Kollam,24.79970708,5,85
3,evening,sunny,Kozhikode,35.82391038,4,70
3,noon,foggy,Malappuram,33.96352594,4,79
4,evening,cloudy,Thrissur,37.13333195,3,56
1,evening,rainy,Kochi,17.25057702,2,24
5,noon,foggy,Alappuzha,22.13355314,3,59
4,evening,cloudy,Palakkad,36.67194954,3,41
1,morning,foggy,Kozhikode,30.23305054,2,24
4,night,rainy,Kannur,26.45335125,2,24
5,night,rainy,Kochi,24.20120123,2,28
2,morning,foggy,Thiruvananthapuram,22.8173416,1,12
2,evening,sunny,Malappuram,39.05751943,4,67
2,noon,foggy,Guruvayur,33.92798387,4,70
2,evening,cloudy,Kozhikode,26.03255027,2,22
6,morning,sunny,Kottayam,31.20606717,5,108
0,evening,cloudy,Thiruvananthapuram,34.97689728,3,53
6,night,foggy,Thiruvananthapuram,22.45523828,4,66
6,evening,sunny,Kannur,40.97878752,4,66
6,morning,cloudy,Palakkad,25.09684253,3,54
2,night,foggy,Kannur,31.30590561,4,76
5,evening,foggy,Malappuram,37.13706595,4,73
3,evening,sunny,Kannur,37.52808253,4,62
3,night,foggy,Kozhikode,28.27047171,3,52
0,noon,rainy,Kasaragod,27.72208155,2,26
2,night,cloudy,Guruvayur,26.58124762,2,29
2,noon,cloudy,Kozhikode,25.44698688,2,23
2,morning,foggy,Kannur,38.16878063,2,25
4,morning,foggy,Kollam,33.98859883,2,22
1,night,rainy,Thiruvananthapuram,26.96023962,2,28
4,night,sunny,Thrissur,32.03992393,4,66
1,morning,foggy,Thiruvananthapuram,22.060899,1,10
2,noon,foggy,Thiruvananthapuram,21.75313179,3,50
2,morning,foggy,Alappuzha,30.64624624,2,25
4,night,foggy,Guruvayur,34.17972116,4,63
4,morning,cloudy,Guruvayur,29.86904004,5,88
1,night,foggy,Kottayam,35.51851112,4,68
3,night,cloudy,Kannur,21.30184487,2,21
1,morning,foggy,Kasaragod,27.4599502,1,11
4,noon,sunny,Kochi,30.03019665,4,79
5,evening,rainy,Guruvayur,23.60364046,2,26
4,morning,sunny,Kannur,27.23039868,1,13
5,evening,foggy,Kochi,37.44540281,4,64
0,morning,foggy,Guruvayur,25.02050672,1,13
4,evening,foggy,Kottayam,36.90439709,4,65
0,noon,sunny,Thiruvananthapuram,33.24018364,4,76
3,noon,foggy,Kochi,37.97907517,4,66
1,morning,sunny,Kannur,35.41899252,2,22
5,night,cloudy,Malappuram,36.5577525,3,50
1,evening,rainy,Kasaragod,16.09093281,2,27
0,night,rainy,Kochi,28.72005971,2,23
5,night,sunny,Kottayam,41.3518611,4,78
1,night,cloudy,Kollam,23.10884344,2,21
4,noon,sunny,Kochi,27.63413948,3,32
2,morning,cloudy,Kannur,27.95132813,5,98
0,morning,foggy,Kasaragod,37.09770631,2,26
1,noon,cloudy,Guruvayur,29.95416533,2,25
0,noon,cloudy,Palakkad,29.70035369,2,26
6,morning,cloudy,Guruvayur,23.13273782,3,46
0,night,rainy,Palakkad,16.01342169,2,21
5,evening,cloudy,Malappuram,34.50597535,3,31
6,evening,foggy,Kozhikode,22.71393247,3,46
5,evening,foggy,Kozhikode,32.00061182,4,64
2,night,foggy,Kochi,36.77364463,4,61
6,morning,cloudy,Thrissur,24.28067633,3,41
4,noon,sunny,Kannur,37.30963822,4,74
0,morning,sunny,Kollam,27.3378758,1,18
1,night,foggy,Kottayam,31.48900235,4,77
3,noon,rainy,Kollam,18.78683926,2,27
0,night,sunny,Palakkad,38.51121053,4,67
0,evening,cloudy,Kannur,25.85452582,2,28
2,evening,sunny,Kannur,33.87764715,4,63
4,night,foggy,Kochi,31.41548412,4,78
3,noon,rainy,Guruvayur,18.91164798,2,27
6,noon,sunny,Kasaragod,38.60784292,5,105
6,morning,sunny,Kottayam,31.14488579,5,109
6,evening,foggy,Kollam,32.48548652,4,72
5,morning,rainy,Kasaragod,18.69081186,5,83
5,morning,rainy,Kottayam,27.69800021,5,91
1,night,foggy,Kollam,23.40436214,3,47
3,night,cloudy,Malappuram,27.96465424,2,26
6,morning,sunny,Palakkad,30.20250325,5,85
5,evening,cloudy,Thiruvananthapuram,33.45597305,3,47
1,night,sunny,Kottayam,30.45459508,4,65
4,morning,sunny,Palakkad,40.98919421,2,21
